"Grupo de documentos","Segmento","Código","PARTIT","GENERE","PERCENT"
2022,"Jenn Díaz Ruiz","treball_sex","ERC","D",48.1
2022,"Jenn Díaz Ruiz","treball_sex","ERC","D",48.1
2022,"Jenn Díaz Ruiz","Fem_igualtat","ERC","D",48.1
2022,"Jenn Díaz Ruiz","Salut_sexual","ERC","D",48.1
2022,"Jéssica Albiach","Fem_igualtat","Podem","D",48.1
2022,"Jéssica Albiach","representacio","Podem","D",48.1
2022,"Jessica González Herrera","treball","Podem","D",48.1
2022,"Jessica González Herrera","Familia_llar","Podem","D",48.1
2022,"Jessica González Herrera","Familia_llar","Podem","D",48.1
2022,"Jessica González Herrera","Familia_llar","Podem","D",48.1
2022,"Jessica González Herrera","Violencia","Podem","D",48.1
2022,"Jessica González Herrera","Familia_llar","Podem","D",48.1
2022,"Joan Canadell","Fem_igualtat","CIU","H",48.1
2022,"Joan Canadell","Fem_igualtat","CIU","H",48.1
2022,"Joan García González","Fem_igualtat","Ciutadans","H",48.1
2022,"Joan García González","Violencia","Ciutadans","H",48.1
2022,"Joan García González","Familia_llar","Ciutadans","H",48.1
2022,"Joan García González","Familia_llar","Ciutadans","H",48.1
2022,"Jordi Jordan Farnós","Fem_igualtat","Podem","H",48.1
2022,"Jordi Jordan Farnós","Familia_llar","Podem","H",48.1
2022,"Jordi Jordan Farnós","Fem_igualtat","Podem","H",48.1
2022,"Jordi Jordan Farnós","Fem_igualtat","Podem","H",48.1
2022,"Jordi Jordan Farnós","Familia_llar","Podem","H",48.1
2022,"Jordi Jordan Farnós","Familia_llar","Podem","H",48.1
2022,"Jordi Jordan Farnós","Salut_sexual","Podem","H",48.1
2022,"Jordi Jordan Farnós","Familia_llar","Podem","H",48.1
2022,"Jordi Jordan Farnós","Familia_llar","Podem","H",48.1
2022,"Jordi Munell","treball","CIU","H",48.1
2022,"Jordi Munell","treball","CIU","H",48.1
2022,"Jordi Puigneró","Salut_sexual","CIU","H",48.1
2022,"Jordi Puigneró","Salut_sexual","CIU","H",48.1
2022,"Jordi Riba","Familia_llar","PSC","H",48.1
2022,"Jordi Riba","Familia_llar","PSC","H",48.1
2022,"Jordi Terrades","Violencia","PSC","H",48.1
2022,"Jordi Terrades","Violencia","PSC","H",48.1
2022,"José Rodríguez Fernández","Violencia","ERC","H",48.1
2022,"José Rodríguez Fernández","Violencia","ERC","H",48.1
2022,"José Rodríguez Fernández","Violencia","ERC","H",48.1
2022,"Josep Rius","Violencia","CIU","H",48.1
2022,"Josep Rius","Violencia","CIU","H",48.1
2022,"Judith Toronjo Nofuentes","Violencia","CIU","D",48.1
2022,"Judith Toronjo Nofuentes","Violencia","CIU","D",48.1
2022,"Judith Toronjo Nofuentes","Salut_sexual","CIU","D",48.1
2022,"Judith Toronjo Nofuentes","Salut_sexual","CIU","D",48.1
2022,"Laia Estrada","Salut_sexual","CUP","D",48.1
2022,"Laia Estrada","Fem_igualtat","CUP","D",48.1
2022,"Laia Estrada","Fem_igualtat","CUP","D",48.1
2022,"Laia Estrada","Fem_igualtat","CUP","D",48.1
2022,"Laia Estrada","Salut_sexual","CUP","D",48.1
2022,"Laia Estrada","Salut_sexual","CUP","D",48.1
2022,"Laia Estrada","Familia_llar","CUP","D",48.1
2022,"Laia Estrada","Fem_igualtat","CUP","D",48.1
2022,"Laia Estrada","Fem_igualtat","CUP","D",48.1
2022,"Laia Estrada","Salut_sexual","CUP","D",48.1
2022,"Laia Estrada","Fem_igualtat","CUP","D",48.1
2022,"Laia Estrada","Familia_llar","CUP","D",48.1
2022,"Laura Borràs","Fem_igualtat","CIU","D",48.1
2022,"Laura Borràs","Familia_llar","CIU","D",48.1
2022,"Laura Borràs","Violencia","CIU","D",48.1
2022,"Laura Borràs","representacio","CIU","D",48.1
2022,"Laura Borràs","Fem_igualtat","CIU","D",48.1
2022,"Laura Borràs","treball_sex","CIU","D",48.1
2022,"Laura Borràs","Fem_igualtat","CIU","D",48.1
2022,"Laura Borràs","treball","CIU","D",48.1
2022,"Laura Borràs","Fem_igualtat","CIU","D",48.1
2022,"Laura Vilagrà","Salut_sexual","ERC","D",48.1
2022,"Laura Vilagrà","treball","ERC","D",48.1
2022,"Laura Vilagrà","Familia_llar","ERC","D",48.1
2022,"Laura Vilagrà","treball","ERC","D",48.1
2022,"Laura Vilagrà","representacio","ERC","D",48.1
2022,"Laura Vilagrà","Fem_igualtat","ERC","D",48.1
2022,"Laura Vilagrà","treball","ERC","D",48.1
2022,"Laura Vilagrà","Fem_igualtat","ERC","D",48.1
2022,"Laura Vilagrà","Familia_llar","ERC","D",48.1
2022,"Laura Vilagrà","Violencia","ERC","D",48.1
2022,"Laura Vilagrà","Familia_llar","ERC","D",48.1
2022,"Laura Vilagrà","Fem_igualtat","ERC","D",48.1
2022,"Lluís Puig","Salut_sexual","CIU","H",48.1
2022,"Lluís Puig","Salut_sexual","CIU","H",48.1
2022,"Lluís Puig","Salut_sexual","CIU","H",48.1
2022,"Lluís Puig","representacio","CIU","H",48.1
2022,"Lluís Puig","Fem_igualtat","CIU","H",48.1
2022,"Lluís Puig","treball_sex","CIU","H",48.1
2022,"Lluís Puig","Fem_igualtat","CIU","H",48.1
2022,"Lluís Puig","treball_sex","CIU","H",48.1
2022,"Lluïsa Llop","Fem_igualtat","ERC","D",48.1
2022,"Lluïsa Llop","Fem_igualtat","ERC","D",48.1
2022,"Lluïsa Llop","Fem_igualtat","ERC","D",48.1
2022,"Lluïsa Llop","Fem_igualtat","ERC","D",48.1
2022,"Lorena Roldán Suárez","Violencia","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Fem_igualtat","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Fem_igualtat","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Fem_igualtat","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Fem_igualtat","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Fem_igualtat","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Familia_llar","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Salut_sexual","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Fem_igualtat","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Salut_sexual","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Fem_igualtat","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Fem_igualtat","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Violencia","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","treball_sex","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Fem_igualtat","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Salut_sexual","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Violencia","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Salut_sexual","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Violencia","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Fem_igualtat","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Violencia","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Violencia","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Violencia","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","treball_sex","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Fem_igualtat","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Fem_igualtat","Grup Mixt","D",48.1
2022,"Lorena Roldán Suárez","Violencia","Grup Mixt","D",48.1
2022,"Lucas Silvano Ferro Solé","Violencia","Podem","H",48.1
2022,"Manuel Jesús Acosta","Violencia","VOX","H",48.1
2022,"Manuel Jesús Acosta","Fem_igualtat","VOX","H",48.1
2022,"Manuel Jesús Acosta","Fem_igualtat","VOX","H",48.1
2022,"Manuel Jesús Acosta","representacio","VOX","H",48.1
2022,"Manuel Jesús Acosta","Familia_llar","VOX","H",48.1
2022,"Manuel Jesús Acosta","Violencia","VOX","H",48.1
2022,"Manuel Jesús Acosta","treball_sex","VOX","H",48.1
2022,"Manuel Jesús Acosta","Familia_llar","VOX","H",48.1
2022,"Manuel Jesús Acosta","Familia_llar","VOX","H",48.1
2022,"Manuel Jesús Acosta","treball_sex","VOX","H",48.1
2022,"Manuel Jesús Acosta","representacio","VOX","H",48.1
2022,"Marc Parés Franzi","Violencia","Podem","H",48.1
2022,"Marc Parés Franzi","Violencia","Podem","H",48.1
2022,"Marc Parés Franzi","Fem_igualtat","Podem","H",48.1
2022,"Marc Parés Franzi","Fem_igualtat","Podem","H",48.1
2022,"Maria Antònia Batlle","treball","CIU","D",48.1
2022,"Maria Antònia Batlle","Fem_igualtat","CIU","D",48.1
2022,"Maria Antònia Batlle","Fem_igualtat","CIU","D",48.1
2022,"Maria Dolors Sabater","Familia_llar","CUP","D",48.1
2022,"Maria Dolors Sabater","Familia_llar","CUP","D",48.1
2022,"Maria Dolors Sabater","Familia_llar","CUP","D",48.1
2022,"Maria Dolors Sabater","Familia_llar","CUP","D",48.1
2022,"Maria Dolors Sabater","Violencia","CUP","D",48.1
2022,"Maria Dolors Sabater","Familia_llar","CUP","D",48.1
2022,"Maria Dolors Sabater","Familia_llar","CUP","D",48.1
2022,"Maria Dolors Sabater","Salut_sexual","CUP","D",48.1
2022,"Maria Dolors Sabater","Familia_llar","CUP","D",48.1
2022,"Maria Dolors Sabater","Familia_llar","CUP","D",48.1
2022,"María Elisa García Fuster","Fem_igualtat","VOX","D",48.1
2022,"María Elisa García Fuster","Salut_sexual","VOX","D",48.1
2022,"María Elisa García Fuster","Salut_sexual","VOX","D",48.1
2022,"María Elisa García Fuster","Fem_igualtat","VOX","D",48.1
2022,"María Elisa García Fuster","Fem_igualtat","VOX","D",48.1
2022,"María Elisa García Fuster","Violencia","VOX","D",48.1
2022,"María Elisa García Fuster","Fem_igualtat","VOX","D",48.1
2022,"María Elisa García Fuster","Violencia","VOX","D",48.1
2022,"María Elisa García Fuster","Fem_igualtat","VOX","D",48.1
2022,"María Elisa García Fuster","Violencia","VOX","D",48.1
2022,"María Elisa García Fuster","Fem_igualtat","VOX","D",48.1
2022,"María Elisa García Fuster","Salut_sexual","VOX","D",48.1
2022,"María Elisa García Fuster","Violencia","VOX","D",48.1
2022,"María Elisa García Fuster","Fem_igualtat","VOX","D",48.1
2022,"María Elisa García Fuster","Fem_igualtat","VOX","D",48.1
2022,"Maria Jesús Viña","Fem_igualtat","ERC","D",48.1
2022,"Maria Jesús Viña","Fem_igualtat","ERC","D",48.1
2022,"Marina Bravo","Fem_igualtat","Ciutadans","D",48.1
2022,"Marina Bravo","Salut_sexual","Ciutadans","D",48.1
2022,"Marina Bravo","Familia_llar","Ciutadans","D",48.1
2022,"Marina Bravo","Fem_igualtat","Ciutadans","D",48.1
2022,"Marina Bravo","Familia_llar","Ciutadans","D",48.1
2022,"Marina Bravo","Fem_igualtat","Ciutadans","D",48.1
2022,"Marina Bravo","Fem_igualtat","Ciutadans","D",48.1
2022,"Marina Bravo","Salut_sexual","Ciutadans","D",48.1
2022,"Mario García Gómez","Salut_sexual","PSC","D",48.1
2022,"Marta Madrenas","treball_sex","CIU","D",48.1
2022,"Marta Madrenas","treball_sex","CIU","D",48.1
2022,"Marta Moreta Rovira","Familia_llar","PSC","D",48.1
2022,"Marta Moreta Rovira","Familia_llar","PSC","D",48.1
2022,"Marta Vilalta","Salut_sexual","ERC","D",48.1
2022,"Marta Vilalta","Salut_sexual","ERC","D",48.1
2022,"Marta Vilalta","Familia_llar","ERC","D",48.1
2022,"Marta Vilalta","representacio","ERC","D",48.1
2022,"Marta Vilalta","Salut_sexual","ERC","D",48.1
2022,"Marta Vilalta","Violencia","ERC","D",48.1
2022,"Marta Vilalta","Fem_igualtat","ERC","D",48.1
2022,"Marta Vilalta","Salut_sexual","ERC","D",48.1
2022,"Marta Vilalta","treball","ERC","D",48.1
2022,"Marta Vilalta","treball","ERC","D",48.1
2022,"Marta Vilalta","treball","ERC","D",48.1
2022,"Marta Vilalta","Fem_igualtat","ERC","D",48.1
2022,"Marta Vilalta","Violencia","ERC","D",48.1
2022,"Marta Vilalta","treball","ERC","D",48.1
2022,"Marta Vilalta","Familia_llar","ERC","D",48.1
2022,"Marta Vilalta","Fem_igualtat","ERC","D",48.1
2022,"Matías Alonso","Salut_sexual","Ciutadans","H",48.1
2022,"Matías Alonso","Fem_igualtat","Ciutadans","H",48.1
2022,"Matías Alonso","treball_sex","Ciutadans","H",48.1
2022,"Matías Alonso","Salut_sexual","Ciutadans","H",48.1
2022,"Matías Alonso","treball_sex","Ciutadans","H",48.1
2022,"Matías Alonso","Fem_igualtat","Ciutadans","H",48.1
2022,"Meritxell Serret","Familia_llar","ERC","D",48.1
2022,"Meritxell Serret","Violencia","ERC","D",48.1
2022,"Meritxell Serret","Fem_igualtat","ERC","D",48.1
2022,"Meritxell Serret","Violencia","ERC","D",48.1
2022,"Meritxell Serret","Fem_igualtat","ERC","D",48.1
2022,"Meritxell Serret","Familia_llar","ERC","D",48.1
2022,"Meritxell Serret","Fem_igualtat","ERC","D",48.1
2022,"Meritxell Serret","Violencia","ERC","D",48.1
2022,"Meritxell Serret","Violencia","ERC","D",48.1
2022,"Meritxell Serret","Familia_llar","ERC","D",48.1
2022,"Meritxell Serret","Fem_igualtat","ERC","D",48.1
2022,"Meritxell Serret","Fem_igualtat","ERC","D",48.1
2022,"Mónica Lora Cisquer","Fem_igualtat","VOX","D",48.1
2022,"Mónica Lora Cisquer","Fem_igualtat","VOX","D",48.1
2022,"Mónica Lora Cisquer","Violencia","VOX","D",48.1
2022,"Mónica Lora Cisquer","Fem_igualtat","VOX","D",48.1
2022,"Mónica Lora Cisquer","Salut_sexual","VOX","D",48.1
2022,"Mónica Lora Cisquer","Violencia","VOX","D",48.1
2022,"Mónica Lora Cisquer","Fem_igualtat","VOX","D",48.1
2022,"Mónica Lora Cisquer","treball","VOX","D",48.1
2022,"Mónica Lora Cisquer","Salut_sexual","VOX","D",48.1
2022,"Mónica Lora Cisquer","Violencia","VOX","D",48.1
2022,"Mónica Lora Cisquer","Fem_igualtat","VOX","D",48.1
2022,"Mónica Lora Cisquer","treball_sex","VOX","D",48.1
2022,"Mónica Lora Cisquer","treball_sex","VOX","D",48.1
2022,"Mónica Lora Cisquer","Fem_igualtat","VOX","D",48.1
2022,"Mónica Lora Cisquer","treball_sex","VOX","D",48.1
2022,"Mónica Lora Cisquer","treball_sex","VOX","D",48.1
2022,"Mónica Lora Cisquer","Familia_llar","VOX","D",48.1
2022,"Mónica Lora Cisquer","Fem_igualtat","VOX","D",48.1
2022,"Mónica Lora Cisquer","Fem_igualtat","VOX","D",48.1
2022,"Mónica Lora Cisquer","Salut_sexual","VOX","D",48.1
2022,"Mònica Palacín","Familia_llar","ERC","D",48.1
2022,"Mònica Palacín","treball","ERC","D",48.1
2022,"Mònica Palacín","Familia_llar","ERC","D",48.1
2022,"Mònica Palacín","Familia_llar","ERC","D",48.1
2022,"Mònica Palacín","Familia_llar","ERC","D",48.1
2022,"Mónica Ríos","Familia_llar","PSC","D",48.1
2022,"Mónica Ríos","Familia_llar","PSC","D",48.1
2022,"Nacho Martín Blanco","Violencia","Ciutadans","H",48.1
2022,"Nacho Martín Blanco","Familia_llar","Ciutadans","H",48.1
2022,"Nacho Martín Blanco","Violencia","Ciutadans","H",48.1
2022,"Nacho Martín Blanco","Familia_llar","Ciutadans","H",48.1
2022,"Nacho Martín Blanco","Familia_llar","Ciutadans","H",48.1
2022,"Nacho Martín Blanco","treball_sex","Ciutadans","H",48.1
2022,"Nacho Martín Blanco","Familia_llar","Ciutadans","H",48.1
2022,"Nacho Martín Blanco","Fem_igualtat","Ciutadans","H",48.1
2022,"Nacho Martín Blanco","Violencia","Ciutadans","H",48.1
2022,"Nacho Martín Blanco","Fem_igualtat","Ciutadans","H",48.1
2022,"Nacho Martín Blanco","Violencia","Ciutadans","H",48.1
2022,"Nacho Martín Blanco","Fem_igualtat","Ciutadans","H",48.1
2022,"Najat Driouech","Familia_llar","ERC","D",48.1
2022,"Najat Driouech","Fem_igualtat","ERC","D",48.1
2022,"Najat Driouech","Familia_llar","ERC","D",48.1
2022,"Najat Driouech","Fem_igualtat","ERC","D",48.1
2022,"Najat Driouech","Fem_igualtat","ERC","D",48.1
2022,"Najat Driouech","Salut_sexual","ERC","D",48.1
2022,"Najat Driouech","Fem_igualtat","ERC","D",48.1
2022,"Najat Driouech","Fem_igualtat","ERC","D",48.1
2022,"Najat Driouech","Fem_igualtat","ERC","D",48.1
2022,"Najat Driouech","Salut_sexual","ERC","D",48.1
2022,"Najat Driouech","Fem_igualtat","ERC","D",48.1
2022,"Najat Driouech","Fem_igualtat","ERC","D",48.1
2022,"Nogay Ndiaye","Fem_igualtat","CUP","D",48.1
2022,"Nogay Ndiaye","treball_sex","CUP","D",48.1
2022,"Nogay Ndiaye","Violencia","CUP","D",48.1
2022,"Nogay Ndiaye","Violencia","CUP","D",48.1
2022,"Nogay Ndiaye","Familia_llar","CUP","D",48.1
2022,"Nogay Ndiaye","treball_sex","CUP","D",48.1
2022,"Nogay Ndiaye","Familia_llar","CUP","D",48.1
2022,"Núria Picas","Fem_igualtat","ERC","D",48.1
2022,"Núria Picas","Familia_llar","ERC","D",48.1
2022,"Núria Picas","treball","ERC","D",48.1
2022,"Núria Picas","Violencia","ERC","D",48.1
2022,"Núria Picas","representacio","ERC","D",48.1
2022,"Núria Picas","Fem_igualtat","ERC","D",48.1
2022,"Oscar Aparicio","representacio","PSC","H",48.1
2022,"Oscar Aparicio","representacio","PSC","H",48.1
2022,"Òscar Ordeig","treball","PSC","H",48.1
2022,"Òscar Ordeig","Familia_llar","PSC","H",48.1
2022,"Pau Juvillà","treball","CUP","H",48.1
2022,"Pere Aragonès","Familia_llar","ERC","H",48.1
2022,"Pere Aragonès","Salut_sexual","ERC","H",48.1
2022,"Pere Aragonès","Familia_llar","ERC","H",48.1
2022,"Pere Aragonès","Fem_igualtat","ERC","H",48.1
2022,"Pere Aragonès","Fem_igualtat","ERC","H",48.1
2022,"Pere Aragonès","Fem_igualtat","ERC","H",48.1
2022,"Pere Aragonès","Familia_llar","ERC","H",48.1
2022,"Pere Aragonès","Fem_igualtat","ERC","H",48.1
2022,"Pere Aragonès","Fem_igualtat","ERC","H",48.1
2022,"Pere Aragonès","Familia_llar","ERC","H",48.1
2022,"Pere Aragonès","Fem_igualtat","ERC","H",48.1
2022,"Ramon Espadaler","Violencia","PSC","H",48.1
2022,"Ramon Espadaler","Violencia","PSC","H",48.1
2022,"Ramon Espadaler","Violencia","PSC","H",48.1
2022,"Ramon Espadaler","Violencia","PSC","H",48.1
2022,"Raquel Sans","Violencia","ERC","H",48.1
2022,"Raquel Sans","Violencia","ERC","H",48.1
2022,"Raquel Sans","Fem_igualtat","ERC","H",48.1
2022,"Raquel Sans","Familia_llar","ERC","H",48.1
2022,"Raquel Sans","Familia_llar","ERC","H",48.1
2022,"Raquel Sans","Fem_igualtat","ERC","H",48.1
2022,"Raquel Sans","Fem_igualtat","ERC","H",48.1
2022,"Raúl Moreno Montaña","treball","PSC","H",48.1
2022,"Raúl Moreno Montaña","treball","PSC","H",48.1
2022,"Raúl Moreno Montaña","Violencia","PSC","H",48.1
2022,"Raúl Moreno Montaña","Familia_llar","PSC","H",48.1
2022,"Roger Torrent","Familia_llar","ERC","H",48.1
2022,"Roger Torrent","Fem_igualtat","ERC","H",48.1
2022,"Roger Torrent","treball","ERC","H",48.1
2022,"Roger Torrent","Fem_igualtat","ERC","H",48.1
2022,"Roger Torrent","Familia_llar","ERC","H",48.1
2022,"Roger Torrent","Familia_llar","ERC","H",48.1
2022,"Roger Torrent","Violencia","ERC","H",48.1
2022,"Rosa Maria Ibarra Ollé","Salut_sexual","PSC","D",48.1
2022,"Rosa Maria Ibarra Ollé","Salut_sexual","PSC","D",48.1
2022,"Rosa Maria Ibarra Ollé","Familia_llar","PSC","D",48.1
2022,"Rubén Viñuales","Violencia","PSC","H",48.1
2022,"Rubén Viñuales","Violencia","PSC","H",48.1
2022,"Salvador Illa","Salut_sexual","PSC","H",48.1
2022,"Salvador Illa","Fem_igualtat","PSC","H",48.1
2022,"Salvador Illa","Familia_llar","PSC","H",48.1
2022,"Salvador Illa","Fem_igualtat","PSC","H",48.1
2022,"Sergio Macián de Greef","Fem_igualtat","VOX","H",48.1
2022,"Sergio Macián de Greef","Fem_igualtat","VOX","H",48.1
2022,"Sergio Macián de Greef","Violencia","VOX","H",48.1
2022,"Sergio Macián de Greef","Violencia","VOX","H",48.1
2022,"Sergio Macián de Greef","Violencia","VOX","H",48.1
2022,"Sergio Macián de Greef","Fem_igualtat","VOX","H",48.1
2022,"Sergio Macián de Greef","Fem_igualtat","VOX","H",48.1
2022,"Sergio Macián de Greef","Violencia","VOX","H",48.1
2022,"Sergio Macián de Greef","Violencia","VOX","H",48.1
2022,"Sergio Macián de Greef","Fem_igualtat","VOX","H",48.1
2022,"Sergio Macián de Greef","Fem_igualtat","VOX","H",48.1
2022,"Sergio Macián de Greef","Fem_igualtat","VOX","H",48.1
2022,"Sílvia Paneque","Fem_igualtat","PSC","D",48.1
2022,"Sílvia Romero Galera","Familia_llar","PSC","D",48.1
2022,"Susanna Segovia Sánchez","Violencia","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Violencia","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Salut_sexual","Podem","D",48.1
2022,"Susanna Segovia Sánchez","treball_sex","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Familia_llar","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Salut_sexual","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Violencia","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Familia_llar","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Salut_sexual","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","treball_sex","Podem","D",48.1
2022,"Susanna Segovia Sánchez","representacio","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Familia_llar","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Salut_sexual","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Violencia","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Violencia","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Violencia","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Salut_sexual","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Salut_sexual","Podem","D",48.1
2022,"Susanna Segovia Sánchez","treball_sex","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Salut_sexual","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Violencia","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","treball","Podem","D",48.1
2022,"Susanna Segovia Sánchez","treball_sex","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Salut_sexual","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Salut_sexual","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Salut_sexual","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Fem_igualtat","Podem","D",48.1
2022,"Susanna Segovia Sánchez","Salut_sexual","Podem","D",48.1
2022,"Teresa Jordà","Familia_llar","ERC","D",48.1
2022,"Teresa Jordà","Familia_llar","ERC","D",48.1
2022,"Xavier Pellicer","Violencia","CUP","H",48.1
2022,"Xavier Pellicer","Violencia","CUP","H",48.1
2023,"Adrià Guevara","Salut_sexual","ERC","H",NA
2023,"Adrià Guevara","Fem_igualtat","ERC","H",NA
2023,"Adrià Guevara","Fem_igualtat","ERC","H",NA
2023,"Adrià Guevara","Salut_sexual","ERC","H",NA
2023,"Alba Camps","Familia_llar","ERC","D",NA
2023,"Alba Camps","Familia_llar","ERC","D",NA
2023,"Alba Camps","Familia_llar","ERC","D",NA
2023,"Alba Camps","Familia_llar","ERC","D",NA
2023,"Alba Camps","Familia_llar","ERC","D",NA
2023,"Alba Camps","Familia_llar","ERC","D",NA
2023,"Alba Camps","Familia_llar","ERC","D",NA
2023,"Alba Camps","Familia_llar","ERC","D",NA
2023,"Alba Camps","Familia_llar","ERC","D",NA
2023,"Alba Vergés","Fem_igualtat","ERC","D",NA
2023,"Alba Vergés","Salut_sexual","ERC","D",NA
2023,"Alba Vergés","Fem_igualtat","ERC","D",NA
2023,"Alba Vergés","Fem_igualtat","ERC","D",NA
2023,"Alba Vergés","treball","ERC","D",NA
2023,"Albert Batet","Violencia","CIU","H",NA
2023,"Albert Batet","Violencia","CIU","H",NA
2023,"Albert Batet","Violencia","CIU","H",NA
2023,"Albert Batet","Violencia","CIU","H",NA
2023,"Alejandro Fernández Álvarez","Fem_igualtat","Grup Mixt","H",NA
2023,"Alejandro Fernández Álvarez","Fem_igualtat","Grup Mixt","H",NA
2023,"Anna Erra","Familia_llar","CIU","D",NA
2023,"Anna Feliu","Familia_llar","CIU","D",NA
2023,"Anna Feliu","Familia_llar","CIU","D",NA
2023,"Anna Grau","Fem_igualtat","Ciutadans","D",NA
2023,"Anna Grau","Familia_llar","Ciutadans","D",NA
2023,"Anna Grau","Salut_sexual","Ciutadans","D",NA
2023,"Anna Grau","Salut_sexual","Ciutadans","D",NA
2023,"Anna Grau","Fem_igualtat","Ciutadans","D",NA
2023,"Anna Grau","Salut_sexual","Ciutadans","D",NA
2023,"Anna Grau","Salut_sexual","Ciutadans","D",NA
2023,"Anna Grau","Fem_igualtat","Ciutadans","D",NA
2023,"Anna Grau","Familia_llar","Ciutadans","D",NA
2023,"Anna Grau","Familia_llar","Ciutadans","D",NA
2023,"Anna Grau","Familia_llar","Ciutadans","D",NA
2023,"Anna Grau","Familia_llar","Ciutadans","D",NA
2023,"Anna Grau","Salut_sexual","Ciutadans","D",NA
2023,"Anna Grau","Familia_llar","Ciutadans","D",NA
2023,"Anna Grau","Salut_sexual","Ciutadans","D",NA
2023,"Anna Grau","Salut_sexual","Ciutadans","D",NA
2023,"Anna Grau","Fem_igualtat","Ciutadans","D",NA
2023,"Anna Grau","Fem_igualtat","Ciutadans","D",NA
2023,"Anna Grau","Salut_sexual","Ciutadans","D",NA
2023,"Anna Grau","Fem_igualtat","Ciutadans","D",NA
2023,"Anna Grau","treball_sex","Ciutadans","D",NA
2023,"Anna Grau","treball_sex","Ciutadans","D",NA
